"stfips","pcinc_baseline","asmrh_baseline","cases_baseline","treat_start_year","X","year","X_nfd","post","asmrs","pcinc","asmrh","cases","weight","copop","treat","time_til","state","treat_status","lead","lag","lag_inf"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,306,1972,1973,0,67.3771057128906,20588.3426983683,7.58484554290771,0.0387459169710639,2150928.5,2476205,1,-1,"GA",0,"1","lead","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,307,1973,1973,1,69.873161315918,21431.1495865304,8.45081233978271,0.0406741190953042,2150928.5,2530987,1,0,"GA",1,"lag","0","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,308,1974,1973,1,64.9868927001953,21006.4301675172,9.7462682723999,0.0417660804551845,2150928.5,2576772,1,1,"GA",1,"lag","1","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,309,1975,1973,1,80.5422515869141,20702.2800477658,6.99563837051392,0.0435099138047695,2150928.5,2610972,1,2,"GA",1,"lag","2","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,310,1976,1973,1,59.3169326782227,21462.0465046261,6.78123807907104,0.0355883525794835,2150928.5,2643126,1,3,"GA",1,"lag","3","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,311,1977,1973,1,69.0643615722656,21933.9062210865,5.98276948928833,0.0316392268660143,2150928.5,2689038,1,4,"GA",1,"lag","4","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,312,1978,1973,1,61.461483001709,22977.7822957948,5.89261293411255,0.0291358092993019,2150928.5,2729359,1,5,"GA",1,"lag","5","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,313,1979,1973,1,58.9354095458984,23023.033266626,6.19174957275391,0.0287271510912427,2150928.5,2784761,1,6,"GA",1,"lag","6","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,314,1980,1973,1,53.1543502807617,22677.5912972352,5.67922496795654,0.0305228565805724,2150928.5,2833677,1,7,"GA",1,"lag","7","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,315,1981,1973,1,58.0838317871094,23087.0248831247,6.11528253555298,0.0312243594109272,2150928.5,2877924,1,8,"GA",1,"lag","8","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,316,1982,1973,1,53.2079010009766,23242.6397737322,6.26305294036865,0.029677158733678,2150928.5,2918173,1,9,"GA",1,"lag","9","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,317,1983,1973,1,45.6426048278809,24128.4575109112,5.43168973922729,0.0302031788886571,2150928.5,2957197,1,10,"GA",1,"lag","10","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,318,1984,1973,1,42.4708862304688,25771.929156059,5.17853784561157,0.0293975549254003,2150928.5,3011251,1,11,"GA",1,"lag","11","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,319,1985,1973,1,45.8364486694336,26738.259757179,5.39740991592407,0.0272833324175934,2150928.5,3075837,1,12,"GA",1,"lag","12","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,320,1986,1973,1,45.5483665466309,28093.335594714,5.61065435409546,0.0270644788505655,2150928.5,3136522,1,13,"GA",1,"lag","13","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,321,1987,1973,1,52.3508987426758,28653.0026912422,5.94152975082397,0.0269065175758981,2150928.5,3200377,1,14,"GA",1,"lag","14","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,322,1988,1973,1,47.7985916137695,29617.995140675,5.55129909515381,0.0274210859313564,2150928.5,3253275,1,15,"GA",1,"lag","15","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,323,1989,1973,1,48.4896545410156,30146.1411077048,5.80215120315552,0.0285840691073094,2150928.5,3300606,1,16,"GA",1,"lag","16","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,324,1990,1973,1,45.8369255065918,30198.7504868735,5.4782190322876,0.0312539173444792,2150928.5,3350484,1,17,"GA",1,"lag","17","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,325,1991,1973,1,39.895263671875,29903.2260390274,5.7250337600708,0.0362937778085726,2150928.5,3420483,1,18,"GA",1,"lag","18","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,326,1992,1973,1,34.8997077941895,30864.0086618057,5.35483360290527,0.0394673623201653,2150928.5,3500785,1,19,"GA",1,"lag","19","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,327,1993,1973,1,34.2067909240723,31249.0789055062,5.8525767326355,0.0395467352483713,2150928.5,3581130,1,20,"GA",1,"lag","20","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,328,1994,1973,1,35.7095565795898,32158.7104204635,4.83652639389038,0.0384932235377655,2150928.5,3669122,1,21,"GA",1,"lag","lead","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,329,1995,1973,1,36.0707740783691,33084.6494756263,4.34956073760986,0.0367013054013456,2150928.5,3752639,1,22,"GA",1,"lag","lead","0"
13,13923.8526418358,5.48359155654907,0.00759865622705425,1973,330,1996,1973,1,33.4825325012207,34006.2251829577,4.58150339126587,0.0328453528290985,2150928.5,3837141,1,23,"GA",1,"lag","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,331,1964,1971,0,47.8691825866699,14802.1661665527,3.21854877471924,0.0075419889727859,337985.5625,337985.555604935,1,-7,"ID",0,"7","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,332,1965,1971,0,49.6968650817871,16483.9718249374,1.93470168113708,0.00762500861135378,337985.5625,340316.555551529,1,-6,"ID",0,"6","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,333,1966,1971,0,48.9407424926758,16149.3054918029,1.42915570735931,0.00759007004592413,337985.5625,342640.667468309,1,-5,"ID",0,"5","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,334,1967,1971,0,62.2400321960449,16728.2471294716,3.10546875,0.00857604205198228,337985.5625,344953.221474648,1,-4,"ID",0,"4","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,335,1968,1971,0,54.8565979003906,17026.28408246,2.38815093040466,0.00926244094058999,337985.5625,347280.666867256,1,-3,"ID",0,"3","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,336,1969,1971,0,63.9788131713867,18543.159978202,1.34231519699097,0.0104144026660871,337985.5625,349676,1,-2,"ID",0,"2","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,337,1970,1971,0,85.3761138916016,19257.4946728513,2.81851816177368,0.0137189851288055,337985.5625,359599,1,-1,"ID",0,"1","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,338,1971,1971,1,57.1946716308594,19580.9603669162,1.6039811372757,0.0148393794908708,337985.5625,369546,1,0,"ID",1,"lag","0","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,339,1972,1971,1,45.2907180786133,21010.5166306667,2.89388847351074,0.0174531934403073,337985.5625,381339,1,1,"ID",1,"lag","1","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,340,1973,1971,1,38.564094543457,22313.1469084496,3.00602746009827,0.0153363436467285,337985.5625,390657,1,2,"ID",1,"lag","2","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,341,1974,1971,1,79.0276031494141,23093.6344444576,2.49456453323364,0.0149364467135854,337985.5625,403677,1,3,"ID",1,"lag","3","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,342,1975,1971,1,81.3554077148438,22272.9850719968,1.99635899066925,0.0154605416099517,337985.5625,415822,1,4,"ID",1,"lag","4","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,343,1976,1971,1,59.8333129882812,22918.7797004436,1.51646435260773,0.0156604316658693,337985.5625,428495,1,5,"ID",1,"lag","5","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,344,1977,1971,1,67.8269119262695,22834.0240707254,2.6518394947052,0.01552939099895,337985.5625,441904,1,6,"ID",1,"lag","6","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,345,1978,1971,1,44.1398277282715,23878.6818546097,3.44034147262573,0.01516213658411,337985.5625,455768,1,7,"ID",1,"lag","7","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,346,1979,1971,1,59.0624313354492,23356.1450155541,3.57295799255371,0.0157929481288528,337985.5625,466817,1,8,"ID",1,"lag","8","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,347,1980,1971,1,49.5957717895508,23261.1082662868,1.73556768894196,0.0164028748709809,337985.5625,475059,1,9,"ID",1,"lag","9","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,348,1981,1971,1,44.1119842529297,23084.6023201779,1.75457322597504,0.0147018444437067,337985.5625,481952,1,10,"ID",1,"lag","10","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,349,1982,1971,1,61.9365234375,22433.8425182617,1.82557392120361,0.0134109133768044,337985.5625,488141,1,11,"ID",1,"lag","11","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,350,1983,1971,1,51.9130783081055,23118.3577186364,1.36585605144501,0.0141873457455243,337985.5625,491882,1,12,"ID",1,"lag","12","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,351,1984,1971,1,64.4802932739258,23530.9833239882,2.39354085922241,0.0131712417510859,337985.5625,496530,1,13,"ID",1,"lag","13","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,352,1985,1971,1,42.1122016906738,23804.862726606,1.05527818202972,0.0125298309401696,337985.5625,498364,1,14,"ID",1,"lag","14","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,353,1986,1971,1,57.4347648620605,24019.7519631219,2.41156148910522,0.0127905266699303,337985.5625,496383,1,15,"ID",1,"lag","15","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,354,1987,1971,1,55.4216384887695,24505.0437209639,2.78519988059998,0.0132354419753986,337985.5625,493983,1,16,"ID",1,"lag","16","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,355,1988,1971,1,51.7533493041992,25582.3987746996,2.92851638793945,0.0128534695711513,337985.5625,494821,1,17,"ID",1,"lag","17","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,356,1989,1971,1,61.0485877990723,26808.8837434543,1.72403824329376,0.0123252737689075,337985.5625,499448,1,18,"ID",1,"lag","18","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,357,1990,1971,1,62.3227081298828,27165.5915303474,1.8036116361618,0.0123353360145006,337985.5625,508485,1,19,"ID",1,"lag","19","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,358,1991,1971,1,51.4974899291992,26793.4088749621,0.948915839195251,0.0132689132416598,337985.5625,522870,1,20,"ID",1,"lag","20","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,359,1992,1971,1,37.3557052612305,27926.8696109289,1.98119294643402,0.0138871054487663,337985.5625,537351,1,21,"ID",1,"lag","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,360,1993,1971,1,45.2748870849609,28889.9494442044,2.83067011833191,0.0146662069081419,337985.5625,555364,1,22,"ID",1,"lag","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,361,1994,1971,1,67.1717681884766,29310.4068961583,1.86458826065063,0.0152805389882925,337985.5625,573420,1,23,"ID",1,"lag","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,362,1995,1971,1,55.1138076782227,29904.0948843904,2.53554391860962,0.0155507447588529,337985.5625,589184,1,24,"ID",1,"lag","lead","0"
16,14802.1661665527,3.21854877471924,0.0075419889727859,1971,363,1996,1971,1,45.6190948486328,30315.660984653,3.42483329772949,0.0145368556810926,337985.5625,601947,1,25,"ID",1,"lag","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,364,1964,1984,0,46.1238861083984,20330.3748221239,1.33374619483948,0.0103590338745398,5379057,5379056.96691322,1,-20,"IL",0,"lag","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,365,1965,1984,0,52.5769729614258,21474.2988139755,2.82144117355347,0.0101927739372135,5379057,5441812.70067787,1,-19,"IL",0,"lag","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,366,1966,1984,0,49.9490928649902,22301.7157231087,2.84230899810791,0.00966269799225664,5379057,5504553.01158714,1,-18,"IL",0,"lag","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,367,1967,1984,0,50.4409103393555,22840.7222112383,2.95581793785095,0.00996297567481577,5379057,5567279.14200115,1,-17,"IL",0,"lag","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,368,1968,1984,0,46.9170379638672,23461.0053672743,3.51327252388,0.0116384975957636,5379057,5630022.21385098,1,-16,"IL",0,"lag","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,369,1969,1984,0,50.6129455566406,24340.6634558738,3.26999807357788,0.0137275677665818,5379057,5692924,1,-15,"IL",0,"15","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,370,1970,1984,0,54.9005546569824,24498.0241905661,3.79485082626343,0.0172762123979848,5379057,5729458,1,-14,"IL",0,"14","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,371,1971,1984,0,50.3899192810059,25022.3636093754,3.96816968917847,0.025967945826355,5379057,5766051,1,-13,"IL",0,"13","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,372,1972,1984,0,51.7169609069824,26228.782793844,3.56347727775574,0.0319867173380102,5379057,5790255,1,-12,"IL",0,"12","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,373,1973,1984,0,46.8065414428711,27489.6861643213,3.44771409034729,0.0353965047534173,5379057,5793411,1,-11,"IL",0,"11","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,374,1974,1984,0,39.1041603088379,27310.0390602487,3.54819107055664,0.035706135097953,5379057,5802950,1,-10,"IL",0,"10","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,375,1975,1984,0,42.0168304443359,27466.0073619853,3.3929979801178,0.0389253368196953,5379057,5823071,1,-9,"IL",0,"9","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,376,1976,1984,0,45.7495307922363,28066.8821531689,4.86869621276855,0.0391966723807385,5379057,5850469,1,-8,"IL",0,"8","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,377,1977,1984,0,48.6158218383789,28883.0919184904,4.47465944290161,0.0384967680744828,5379057,5874465,1,-7,"IL",0,"7","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,378,1978,1984,0,46.2028121948242,29774.891870366,4.03296756744385,0.0367913504778383,5379057,5891917,1,-6,"IL",0,"6","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,379,1979,1984,0,40.1845474243164,29847.4022822776,4.13907194137573,0.0357865524880761,5379057,5886918,1,-5,"IL",0,"5","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,380,1980,1984,0,35.4785614013672,29051.1880091949,4.01449918746948,0.0368080912746299,5379057,5892751,1,-4,"IL",0,"4","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,381,1981,1984,0,40.2152976989746,29378.4208559972,3.70542931556702,0.0394964931805531,5379057,5896226,1,-3,"IL",0,"3","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,382,1982,1984,0,42.7321281433105,29372.5918540353,3.66715788841248,0.038758531157438,5379057,5887048,1,-2,"IL",0,"2","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,383,1983,1984,0,41.9666366577148,29433.124749734,3.75570487976074,0.04073191598444,5379057,5880133,1,-1,"IL",0,"1","lead","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,384,1984,1984,1,45.1448402404785,31116.5323611856,3.94346737861633,0.0413975206960671,5379057,5878935,1,0,"IL",1,"lag","0","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,385,1985,1984,1,43.8646354675293,31685.5701443868,3.72190022468567,0.0408218998557794,5379057,5870407,1,1,"IL",1,"lag","1","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,386,1986,1984,1,40.9097595214844,32792.5481157508,3.76636600494385,0.0412429276373119,5379057,5862197,1,2,"IL",1,"lag","2","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,387,1987,1984,1,39.0928001403809,33537.3886734851,3.88119149208069,0.0396743237153034,5379057,5863051,1,3,"IL",1,"lag","3","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,388,1988,1984,1,40.3498802185059,34865.7623189812,4.44218397140503,0.0369335048092078,5379057,5860494,1,4,"IL",1,"lag","4","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,389,1989,1984,1,35.3980979919434,35521.1453360397,4.08185243606567,0.0349805444951163,5379057,5868262,1,5,"IL",1,"lag","5","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,390,1990,1984,1,36.3523292541504,35788.2101698151,4.16173505783081,0.0358911030486784,5379057,5889317,1,6,"IL",1,"lag","6","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,391,1991,1984,1,37.803150177002,34934.4894318413,4.24631500244141,0.0378769374695699,5379057,5944631,1,7,"IL",1,"lag","7","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,392,1992,1984,1,35.7010154724121,36529.8653243594,3.80156946182251,0.0379928172439442,5379057,6004102,1,8,"IL",1,"lag","8","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,393,1993,1984,1,34.4128837585449,36519.5743664649,4.8326587677002,0.0385266636846665,5379057,6060809,1,9,"IL",1,"lag","9","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,394,1994,1984,1,29.0911407470703,37349.7014588422,4.03354549407959,0.0395107785877124,5379057,6108175,1,10,"IL",1,"lag","10","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,395,1995,1984,1,30.1600646972656,38403.0274492122,4.33488655090332,0.0378260146471268,5379057,6151104,1,11,"IL",1,"lag","11","0"
17,20330.3748221239,1.33374619483948,0.0103590338745398,1984,396,1996,1984,1,31.3631782531738,39472.864295488,4.08884191513062,0.0355402534761874,5379057,6193639,1,12,"IL",1,"lag","12","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,397,1964,1973,0,56.0120468139648,17075.4482305259,2.06417226791382,0.00477983492883764,2490114,2490113.8868885,1,-9,"IN",0,"9","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,398,1965,1973,0,44.4517707824707,18327.5321138814,1.74093282222748,0.00471754040766406,2490114,2521776.66862297,1,-8,"IN",0,"8","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,399,1966,1973,0,44.3158302307129,18907.70807294,2.08442163467407,0.00454066178980284,2490114,2553408.99705505,1,-7,"IN",0,"7","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,400,1967,1973,0,56.4515266418457,19063.9571558049,2.33857703208923,0.00456153161221259,2490114,2585023.55548668,1,-6,"IN",0,"6","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,401,1968,1973,0,55.8533630371094,19766.6775137287,2.51562333106995,0.00491720643506188,2490114,2616661.8864975,1,-5,"IN",0,"5","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,402,1969,1973,0,60.0357437133789,20650.840154722,2.24922347068787,0.00568571554431208,2490114,2648450,1,-4,"IN",0,"4","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,403,1970,1973,0,56.9219207763672,20239.1044314565,2.04223895072937,0.00875155985704766,2490114,2669048,1,-3,"IN",0,"3","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,404,1971,1973,0,59.5452728271484,20905.9117140578,2.64410161972046,0.0139862308637895,2490114,2689687,1,-2,"IN",0,"2","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,405,1972,1973,0,56.9686851501465,22011.9524700723,2.51794743537903,0.017422247478314,2490114,2711777,1,-1,"IN",0,"1","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,406,1973,1973,1,57.8053970336914,23606.1272756611,3.50664806365967,0.0181737554544992,2490114,2729169,1,0,"IN",1,"lag","0","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,407,1974,1973,1,51.8954849243164,22875.2549225242,3.93091440200806,0.0186387988129057,2490114,2741821,1,1,"IN",1,"lag","1","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,408,1975,1973,1,43.6528968811035,22796.5534134071,3.54144930839539,0.0197390998332215,2490114,2744958,1,2,"IN",1,"lag","2","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,409,1976,1973,1,50.9879302978516,23869.1421632062,2.70044851303101,0.0210171595300627,2490114,2756680,1,3,"IN",1,"lag","3","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,410,1977,1973,1,60.4703674316406,24682.5419535088,3.07033252716064,0.0195854614078726,2490114,2775592,1,4,"IN",1,"lag","4","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,411,1978,1973,1,51.7462844848633,25596.5261746438,2.58944487571716,0.0184598905462077,2490114,2798563,1,5,"IN",1,"lag","5","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,412,1979,1973,1,43.2738647460938,25620.1257516321,3.51928067207336,0.0182121732527692,2490114,2814816,1,6,"IN",1,"lag","6","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,413,1980,1973,1,35.5152702331543,24714.5959891973,2.79284858703613,0.0201227009642357,2490114,2825623,1,7,"IN",1,"lag","7","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,414,1981,1973,1,35.4690399169922,24804.6220124148,2.67719388008118,0.0210602103042785,2490114,2820453,1,8,"IN",1,"lag","8","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,415,1982,1973,1,49.433422088623,24252.4939740654,2.75525641441345,0.0194613571880275,2490114,2815267,1,9,"IN",1,"lag","9","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,416,1983,1973,1,46.4018478393555,24459.3144927626,2.03781342506409,0.0204255785058261,2490114,2806987,1,10,"IN",1,"lag","10","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,417,1984,1973,1,44.5883140563965,26045.471839786,2.64092016220093,0.0205056957384365,2490114,2811605,1,11,"IN",1,"lag","11","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,418,1985,1973,1,40.8000373840332,26573.4850279998,3.02863574028015,0.0202283543196076,2490114,2812632,1,12,"IN",1,"lag","12","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,419,1986,1973,1,35.7315979003906,27561.6509794032,2.22369837760925,0.0195603425166122,2490114,2810180,1,13,"IN",1,"lag","13","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,420,1987,1973,1,43.3803558349609,28198.7760565659,3.07403492927551,0.0187135662963113,2490114,2820534,1,14,"IN",1,"lag","14","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,421,1988,1973,1,34.8217697143555,29006.3150999911,2.95547771453857,0.0186382551846202,2490114,2830053,1,15,"IN",1,"lag","15","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,422,1989,1973,1,43.138599395752,30122.9036434652,2.7151300907135,0.0181304461231222,2490114,2846023,1,16,"IN",1,"lag","16","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,423,1990,1973,1,41.8687477111816,30105.0819059589,2.65608835220337,0.0192873192789883,2490114,2862792,1,17,"IN",1,"lag","17","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,424,1991,1973,1,38.1965103149414,29579.4237233187,3.29418969154358,0.0220034194244065,2490114,2890350,1,18,"IN",1,"lag","18","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,425,1992,1973,1,34.124340057373,30947.3772374856,3.50346350669861,0.0240153188744843,2490114,2916968,1,19,"IN",1,"lag","19","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,426,1993,1973,1,36.9173545837402,31489.9979618991,3.58263468742371,0.0251809804489191,2490114,2946589,1,20,"IN",1,"lag","20","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,427,1994,1973,1,37.8271636962891,32469.7408752424,3.89126682281494,0.0244266888105523,2490114,2972077,1,21,"IN",1,"lag","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,428,1995,1973,1,30.8663940429688,32800.4042393447,4.11023426055908,0.0205886684941496,2490114,2998660,1,22,"IN",1,"lag","lead","0"
18,17075.4482305259,2.06417226791382,0.00477983492883764,1973,429,1996,1973,1,38.924259185791,33443.8257433424,3.5465259552002,0.016897104276519,2490114,3023378,1,23,"IN",1,"lag","lead","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,430,1964,1970,0,47.6764831542969,16604.0005297587,1.10641872882843,0.00736221417964803,1418923.25,1418923.22224808,1,-6,"IA",0,"6","lead","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,431,1965,1970,0,48.5752830505371,18149.5331894316,1.33164131641388,0.00790684576469813,1418923.25,1424135.11048126,1,-5,"IA",0,"5","lead","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,432,1966,1970,0,48.0744361877441,19055.8102249474,1.43801367282867,0.00800881589311307,1418923.25,1429310.33577347,1,-4,"IA",0,"4","lead","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,433,1967,1970,0,45.7504653930664,18685.6802106661,0.905963063240051,0.0080401069674753,1418923.25,1434475.11083984,1,-3,"IA",0,"3","lead","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,434,1968,1970,0,50.557975769043,19309.9452751839,1.65378880500793,0.00930779991269943,1418923.25,1439652.7778511,1,-2,"IA",0,"2","lead","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,435,1969,1970,0,53.9049339294434,20534.6688064099,0.828386068344116,0.0108297528255967,1418923.25,1445093,1,-1,"IA",0,"1","lead","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,436,1970,1970,1,51.8447151184082,20756.2966698614,1.40314817428589,0.0130500947191686,1418923.25,1454651,1,0,"IA",1,"lag","0","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,437,1971,1970,1,59.8779220581055,20688.4578670078,1.39328384399414,0.0150633957695785,1418923.25,1464267,1,1,"IA",1,"lag","1","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,438,1972,1970,1,52.3441543579102,22424.3084039452,1.03410708904266,0.0164205293553437,1418923.25,1467609,1,2,"IA",1,"lag","2","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,439,1973,1970,1,50.099910736084,25268.530604933,1.54317796230316,0.0163390376104865,1418923.25,1469599,1,3,"IA",1,"lag","3","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,440,1974,1970,1,45.2298774719238,23803.3678907412,1.0519894361496,0.0168176324605103,1418923.25,1471967,1,4,"IA",1,"lag","4","0"
19,16604.0005297587,1.10641872882843,0.00736221417964803,1970,441,1975,1970,1,54.4558410644531,24522.389798056,1.70154047012329,0.019288827456931,1418923.25,1479505,1,5,"IA",1,"lag","5","0"
